"id_customer";"id_gender";"birthday";"newsletter";"optin";"date_add";"date_upd";"orders"
"86";"0";"0000-00-00";"0";"0";"2017-01-12 19:58:42";"2018-03-05 16:44:27";"9"
"59";"1";"1990-06-25";"0";"0";"2016-12-19 14:17:38";"2017-12-29 13:05:00";"7"
"816";"1";"1969-12-31";"0";"0";"2017-08-04 15:47:14";"2017-12-29 13:03:21";"5"
"478";"1";"1979-04-27";"0";"0";"2017-01-17 11:00:37";"2017-07-14 11:44:09";"5"
"795";"1";"1987-03-17";"0";"1";"2017-07-19 12:11:42";"2017-07-19 12:11:42";"4"
"1050";"1";"1969-12-31";"0";"0";"2017-12-22 09:22:55";"2017-12-22 09:22:55";"3"
"1204";"0";"0000-00-00";"0";"0";"2018-03-14 10:24:14";"2018-03-14 10:24:14";"3"
"1047";"1";"0000-00-00";"0";"0";"2017-12-19 07:28:26";"2017-12-19 07:28:26";"3"
"1464";"0";"0000-00-00";"0";"0";"2018-08-08 15:25:31";"2018-08-08 15:25:31";"3"
"838";"0";"0000-00-00";"0";"0";"2017-08-17 21:37:39";"2017-08-17 21:37:39";"2"
"435";"1";"1972-07-08";"1";"0";"2017-01-17 11:00:37";"2017-04-17 21:56:45";"2"
"782";"0";"1994-04-05";"1";"0";"2017-07-11 21:40:36";"2017-07-11 21:40:36";"2"
"840";"1";"1990-06-04";"1";"0";"2017-08-18 15:49:58";"2017-08-18 15:49:58";"2"
"34";"1";"1995-05-08";"1";"1";"2016-11-24 18:33:17";"2016-11-24 18:33:17";"2"
"508";"9";"1990-01-01";"0";"0";"2017-01-17 11:00:38";"2017-07-20 08:47:31";"2"
"1304";"1";"1981-11-26";"1";"1";"2018-04-24 10:36:55";"2018-04-24 10:36:55";"2"
"1074";"1";"0000-00-00";"0";"0";"2018-01-04 06:57:44";"2018-01-04 06:57:44";"2"
"332";"1";"1976-10-13";"0";"0";"2017-01-17 11:00:36";"2017-07-27 12:59:09";"1"
"537";"1";"1982-04-15";"1";"1";"2017-01-17 11:00:38";"2017-01-17 11:00:38";"1"
"697";"1";"0000-00-00";"0";"0";"2017-05-08 20:15:58";"2017-05-08 20:15:58";"1"
"1465";"1";"2003-03-21";"1";"1";"2018-08-08 22:07:30";"2018-08-08 22:07:30";"1"
"870";"0";"0000-00-00";"0";"0";"2017-09-03 20:38:48";"2017-12-29 13:08:36";"1"
"966";"1";"1995-02-20";"0";"0";"2017-10-30 14:36:45";"2017-10-30 14:36:45";"1"
"1158";"1";"1958-01-28";"1";"1";"2018-02-16 13:58:08";"2018-02-16 13:58:08";"1"
"1318";"1";"1978-07-11";"1";"1";"2018-05-02 12:05:04";"2018-07-23 20:35:07";"1"
"1446";"1";"1994-01-14";"0";"0";"2018-07-23 19:23:15";"2018-07-23 19:23:15";"1"
"627";"1";"1969-12-31";"0";"0";"2017-03-04 18:58:51";"2017-03-04 18:58:51";"1"
"1011";"1";"1998-03-13";"1";"1";"2017-11-19 09:12:55";"2017-11-19 09:12:55";"1"
"1171";"1";"1969-12-31";"0";"0";"2018-02-26 20:26:40";"2018-02-26 20:26:40";"1"
"1299";"1";"1992-04-26";"1";"1";"2018-04-20 21:58:43";"2018-04-20 21:58:43";"1"
"1427";"1";"1981-06-29";"1";"1";"2018-07-10 19:03:44";"2018-07-10 19:03:44";"1"
"1491";"1";"0000-00-00";"0";"0";"2018-09-03 19:08:45";"2018-09-03 19:08:45";"1"
"544";"1";"1981-03-08";"0";"0";"2017-01-17 11:00:38";"2018-07-02 02:11:07";"1"
"736";"1";"1996-11-27";"0";"0";"2017-06-02 19:49:39";"2017-06-02 19:49:39";"1"
"224";"1";"1977-11-16";"0";"0";"2017-01-17 11:00:35";"2017-01-17 11:00:35";"1"
"973";"0";"0000-00-00";"0";"0";"2017-11-01 19:24:50";"2017-11-01 19:24:50";"1"
"1005";"1";"1975-09-09";"1";"1";"2017-11-16 20:46:12";"2017-11-16 20:46:12";"1"
"1133";"0";"0000-00-00";"0";"0";"2018-02-04 21:46:28";"2018-02-04 21:46:28";"1"
"506";"1";"1984-03-18";"0";"0";"2017-01-17 11:00:38";"2017-03-09 09:37:27";"1"
"570";"1";"1985-02-15";"0";"0";"2017-01-17 11:00:38";"2017-01-17 11:00:38";"1"
"666";"2";"1969-12-31";"0";"0";"2017-04-04 11:55:20";"2017-04-04 11:55:20";"1"
"1242";"1";"1985-01-30";"0";"0";"2018-03-27 21:29:45";"2018-03-27 21:29:45";"1"
"935";"1";"1980-12-23";"0";"0";"2017-10-09 17:57:42";"2017-10-09 17:57:42";"1"
"967";"1";"1975-02-25";"1";"0";"2017-10-30 19:58:07";"2017-10-30 19:58:07";"1"
"999";"1";"1985-07-16";"0";"0";"2017-11-15 01:32:08";"2017-11-15 01:32:08";"1"
"788";"0";"0000-00-00";"0";"0";"2017-07-15 14:26:30";"2017-07-15 14:26:30";"1"
"852";"1";"1969-12-31";"0";"0";"2017-08-24 20:26:29";"2017-08-24 20:26:29";"1"
"993";"1";"1969-12-31";"0";"0";"2017-11-11 06:56:02";"2017-11-11 06:56:02";"1"
"33";"1";"1969-12-31";"0";"0";"2016-11-24 16:05:15";"2016-11-24 16:05:15";"1"
"1198";"1";"1979-04-27";"0";"0";"2018-03-12 17:35:00";"2018-03-12 17:35:00";"1"
"1358";"1";"0000-00-00";"0";"0";"2018-05-29 19:15:22";"2018-05-29 19:15:22";"1"
"14";"1";"1969-12-31";"1";"0";"2016-08-30 21:39:27";"2018-04-03 17:17:14";"1"
"923";"0";"0000-00-00";"0";"0";"2017-10-02 22:29:34";"2017-12-29 13:11:00";"1"
"1339";"1";"1969-12-31";"0";"0";"2018-05-14 09:00:54";"2018-05-14 09:00:54";"1"
"552";"1";"1992-12-29";"1";"0";"2017-01-17 11:00:38";"2017-01-17 11:00:38";"1"
"584";"1";"1993-07-31";"0";"0";"2017-01-17 17:10:30";"2017-01-17 17:10:30";"1"
"776";"1";"1990-09-24";"1";"1";"2017-07-09 16:04:49";"2017-07-09 16:04:49";"1"
"872";"1";"1969-12-31";"0";"0";"2017-09-04 18:07:35";"2017-12-29 13:08:51";"1"
"904";"1";"1971-05-29";"1";"1";"2017-09-25 00:16:02";"2017-12-29 13:09:29";"1"
"725";"0";"0000-00-00";"0";"0";"2017-05-23 07:36:47";"2017-12-29 13:06:31";"1"
"789";"1";"0000-00-00";"0";"0";"2017-07-15 17:26:42";"2017-07-15 17:26:42";"1"
"1109";"1";"1975-03-01";"1";"1";"2018-01-25 14:49:34";"2018-01-25 14:49:34";"1"
"1461";"0";"0000-00-00";"0";"0";"2018-08-05 18:38:15";"2018-08-05 18:38:15";"1"
"1314";"0";"0000-00-00";"0";"0";"2018-04-29 03:51:53";"2018-04-29 03:51:53";"1"
"1410";"1";"0000-00-00";"0";"0";"2018-06-28 19:34:21";"2018-06-28 19:34:21";"1"
"847";"2";"1969-12-31";"0";"0";"2017-08-21 21:21:42";"2017-08-21 21:21:42";"1"
"1071";"1";"1984-02-16";"0";"1";"2018-01-03 21:41:36";"2018-01-03 21:45:35";"1"
"1167";"1";"1969-12-31";"0";"0";"2018-02-23 21:30:25";"2018-02-23 21:30:25";"1"
